cancer_type,hugo_symbol,mutated_samples,total_samples,freq,CI_low,CI_high
COAD,ACHE,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACIN1,21,440,0.04772727272727273,0.027807071762892193,0.06764747369165326
COAD,ACKR1,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACKR2,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACKR3,15,440,0.03409090909090909,0.017135153367814727,0.05104666481400345
COAD,ACKR4,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACLY,12,440,0.02727272727272727,0.012053606474656644,0.0424918480707979
COAD,ACMSD,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACO1,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACO2,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACOD1,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACOT1,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACOT11,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACOT12,10,440,0.022727272727272728,0.008801757118373214,0.03665278833617224
COAD,ACOT13,1,440,0.0022727272727272726,-0.0021767533189471586,0.006722207864401704
COAD,ACOT2,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACOT4,3,440,0.006818181818181818,-0.000870969408157644,0.01450733304452128
COAD,ACOT6,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACOT7,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
COAD,ACOT8,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACOT9,1,440,0.0022727272727272726,-0.0021767533189471586,0.006722207864401704
COAD,ACOX1,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACOX2,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACOX3,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACOXL,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACP1,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACP2,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACP3,4,440,0.00909090909090909,0.00022240650638782195,0.01795941167543036
COAD,ACP4,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACP5,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACP6,3,440,0.006818181818181818,-0.000870969408157644,0.01450733304452128
COAD,ACP7,13,440,0.029545454545454545,0.013723407544520227,0.04536750154638886
COAD,ACR,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACRBP,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
COAD,ACRV1,3,440,0.006818181818181818,-0.000870969408157644,0.01450733304452128
COAD,ACSBG1,11,440,0.025,0.01041178869460313,0.03958821130539687
COAD,ACSBG2,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACSF2,3,440,0.006818181818181818,-0.000870969408157644,0.01450733304452128
COAD,ACSF3,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACSL1,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
COAD,ACSL3,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACSL4,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACSL5,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACSL6,7,440,0.015909090909090907,0.004217596540491175,0.027600585277690638
COAD,ACSM1,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
